Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,11803,Wed Sep 13 11:47:21 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22block_recentlyaccesseditems%22%2C%22template%22%3A%22view-cards%22%2C%22themename%22%3A%22lambda%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,110,330,1366,Low,false,JSON
Processed,11805,Wed Sep 13 11:47:21 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=6-method-calls&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22cancel%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core%22%2C%22lang%22%3A%22vi%22%7D%7D%2C%7B%22index%22%3A1%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22closebuttontitle%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core%22%2C%22lang%22%3A%22vi%22%7D%7D%2C%7B%22index%22%3A2%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22savechanges%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core%22%2C%22lang%22%3A%22vi%22%7D%7D%2C%7B%22index%22%3A3%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22showless%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core_form%22%2C%22lang%22%3A%22vi%22%7D%7D%2C%7B%22index%22%3A4%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22showmore%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core_form%22%2C%22lang%22%3A%22vi%22%7D%7D%2C%7B%22index%22%3A5%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22moreevents%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22calendar%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,72,329,293,Low,false,JSON
Processed,11815,Wed Sep 13 11:47:22 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_calendar%22%2C%22template%22%3A%22month_detailed%22%2C%22themename%22%3A%22lambda%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,70,331,11431,Low,false,JSON
Processed,11832,Wed Sep 13 11:47:23 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_calendar%22%2C%22template%22%3A%22month_detailed%22%2C%22themename%22%3A%22lambda%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,127,331,11431,Low,false,JSON
Processed,11988,Wed Sep 13 11:47:37 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_get_string&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringparams%22%3A%5B%5D%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,66,207,248,Low,false,JSON
Processed,11997,Wed Sep 13 11:47:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22block_myoverview%22%2C%22template%22%3A%22view-cards%22%2C%22themename%22%3A%22lambda%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,75,330,9342,Low,false,JSON
Processed,12019,Wed Sep 13 11:47:40 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_course%22%2C%22template%22%3A%22no-courses%22%2C%22themename%22%3A%22lambda%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,119,329,864,Low,false,JSON
Processed,12872,Wed Sep 13 11:49:22 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_get_string&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22subscribediscussion%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22mod_forum%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,87,328,79,Low,false,JSON
Processed,12908,Wed Sep 13 11:49:29 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_get_string&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22unsubscribediscussion%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22mod_forum%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,178,329,105,Low,false,JSON
Processed,13137,Wed Sep 13 11:50:04 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22block_myoverview%22%2C%22template%22%3A%22view-cards%22%2C%22themename%22%3A%22lambda%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,75,330,9342,Low,false,JSON
Processed,13242,Wed Sep 13 11:50:11 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1694577602&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_course%22%2C%22template%22%3A%22no-courses%22%2C%22themename%22%3A%22lambda%22%2C%22lang%22%3A%22vi%22%7D%7D%5D,200,OK,117,329,864,Low,false,JSON
Processed,11934,Wed Sep 13 11:47:30 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,169,466,18095,Low,false,"Hidden, Comment"
Processed,12041,Wed Sep 13 11:47:43 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,110,466,18095,Low,false,"Hidden, Comment"
Processed,12043,Wed Sep 13 11:47:43 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,154,466,18095,Low,false,"Hidden, Comment"
Processed,12141,Wed Sep 13 11:47:52 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,116,466,18095,Low,false,"Hidden, Comment"
Processed,12486,Wed Sep 13 11:48:32 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,116,466,18095,Low,false,"Hidden, Comment"
Processed,12756,Wed Sep 13 11:49:08 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,348,466,18095,Low,false,"Hidden, Comment"
Processed,12816,Wed Sep 13 11:49:14 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,142,466,18095,Low,false,"Hidden, Comment"
Processed,12836,Wed Sep 13 11:49:17 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,117,466,18095,Low,false,"Hidden, Comment"
Processed,12945,Wed Sep 13 11:49:33 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,305,466,18095,Low,false,"Hidden, Comment"
Processed,13012,Wed Sep 13 11:49:42 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,124,466,18095,Low,false,"Hidden, Comment"
Processed,13056,Wed Sep 13 11:49:49 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,318,466,18095,Low,false,"Hidden, Comment"
Processed,13107,Wed Sep 13 11:49:58 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,114,466,18095,Low,false,"Hidden, Comment"
Processed,13150,Wed Sep 13 11:50:05 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,145,466,18095,Low,false,"Hidden, Comment"
Processed,11728,Wed Sep 13 11:47:16 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,109,466,18095,Low,false,Hidden
Processed,11866,Wed Sep 13 11:47:25 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,1132,466,18095,Low,false,Hidden
Processed,12029,Wed Sep 13 11:47:41 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,116,466,18095,Low,false,Hidden
Processed,12395,Wed Sep 13 11:48:19 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,159,466,18095,Low,false,Hidden
Processed,12396,Wed Sep 13 11:48:19 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,193,466,18095,Low,false,Hidden
Processed,12653,Wed Sep 13 11:48:54 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,104,466,18095,Low,false,Hidden
Processed,12878,Wed Sep 13 11:49:23 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,205,466,18095,Low,false,Hidden
Processed,13108,Wed Sep 13 11:49:58 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,125,466,18095,Low,false,Hidden
Processed,12200,Wed Sep 13 11:47:59 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,116,489,89499,Low,false,"Form, Script, Comment"
Processed,12251,Wed Sep 13 11:48:05 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,170,489,89499,Low,false,"Form, Script, Comment"
Processed,12369,Wed Sep 13 11:48:14 ICT 2023,GET,https://courses.uet.vnu.edu.vn/calendar/view.php?view=month&time=1694580483,200,OK,1242,473,95521,Medium,false,"Form, Script, Comment"
Processed,12651,Wed Sep 13 11:48:53 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,306,489,89499,Low,false,"Form, Script, Comment"
Processed,13066,Wed Sep 13 11:49:51 ICT 2023,GET,https://courses.uet.vnu.edu.vn/calendar/view.php?view=month&time=1694580578,200,OK,764,473,95521,Medium,false,"Form, Script, Comment"
Processed,13069,Wed Sep 13 11:49:52 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/courses.php,200,OK,612,473,58988,Medium,false,"Form, Script, Comment"
Processed,12062,Wed Sep 13 11:47:45 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,493,489,89499,Low,false,"Form, Script"
Processed,12911,Wed Sep 13 11:49:30 ICT 2023,GET,https://courses.uet.vnu.edu.vn/mod/forum/view.php?id=47,200,OK,729,474,153600,Medium,false,"Form, Hidden, Script"
Processed,12018,Wed Sep 13 11:47:39 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,1230,474,139381,Medium,false,"Form, Hidden"
Processed,12354,Wed Sep 13 11:48:13 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,857,474,139679,Medium,false,"Form, Hidden"
Processed,12613,Wed Sep 13 11:48:49 ICT 2023,GET,https://courses.uet.vnu.edu.vn/?redirect=0,200,OK,515,565,80260,Medium,false,"Form, Hidden"
Processed,12142,Wed Sep 13 11:47:51 ICT 2023,GET,https://courses.uet.vnu.edu.vn/calendar/view.php?view=month&time=1694580461,200,OK,405,473,95521,Medium,false,Form
Processed,12560,Wed Sep 13 11:48:43 ICT 2023,GET,https://courses.uet.vnu.edu.vn/calendar/view.php?view=month&time=1694580511,200,OK,430,473,95521,Medium,false,Form
Processed,12757,Wed Sep 13 11:49:08 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,316,489,89499,Low,false,Form
Processed,12861,Wed Sep 13 11:49:19 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,935,474,137810,Medium,false,Form
